MesZL	KWU	Characterqid	Character
24		Q87555768	𒆆  CUNEIFORM SIGN KA TIMES TAR (U+12186)
56		Q87555770	𒆇  CUNEIFORM SIGN KA TIMES U (U+12187)
43	420	Q87555772	𒆈  CUNEIFORM SIGN KA TIMES U2 (U+12188)
51		Q87555774	𒆉  CUNEIFORM SIGN KA TIMES UD (U+12189)
24		Q87555776	𒆊  CUNEIFORM SIGN KA TIMES UMUM TIMES PA (U+1218A)
39		Q87555777	𒆋  CUNEIFORM SIGN KA TIMES USH (U+1218B)
24		Q87555779	𒆌  CUNEIFORM SIGN KA TIMES ZI (U+1218C)
222	845	Q87555781	𒆍  CUNEIFORM SIGN KA2 (U+1218D)
222		Q87555784	𒆎  CUNEIFORM SIGN KA2 CROSSING KA2 (U+1218E)
148	324	Q87555785	𒆏  CUNEIFORM SIGN KAB (U+1218F)
108		Q87555788	𒆐  CUNEIFORM SIGN KAD2 (U+12190)
109		Q87555790	𒆑  CUNEIFORM SIGN KAD3 (U+12191)
568	316	Q87555792	𒆒  CUNEIFORM SIGN KAD4 (U+12192)
569	316	Q87555793	𒆓  CUNEIFORM SIGN KAD5 (U+12193)
569		Q87555795	𒆔  CUNEIFORM SIGN KAD5 OVER KAD5 (U+12194)
379	775	Q87555797	𒆕  CUNEIFORM SIGN KAK (U+12195)
379		Q87555799	𒆖  CUNEIFORM SIGN KAK TIMES IGI GUNU (U+12196)
496	803	Q87555801	𒆗  CUNEIFORM SIGN KAL (U+12197)
497		Q87555802	𒆘  CUNEIFORM SIGN KAL TIMES BAD (U+12198)
496		Q87555805	𒆙  CUNEIFORM SIGN KAL CROSSING KAL (U+12199)
595	452	Q87555807	𒆚  CUNEIFORM SIGN KAM2 (U+1219A)
97		Q87555809	𒆛  CUNEIFORM SIGN KAM4 (U+1219B)
302	359	Q87555811	𒆜  CUNEIFORM SIGN KASKAL (U+1219C)
307		Q87555813	𒆝  CUNEIFORM SIGN KASKAL LAGAB TIMES U OVER LAGAB TIMES U (U+1219D)
307		Q87555814	𒆞  CUNEIFORM SIGN KASKAL OVER KASKAL LAGAB TIMES U OVER LAGAB TIMES U (U+1219E)
271	841	Q87555817	𒆟  CUNEIFORM SIGN KESH2 (U+1219F)
737	481	Q87555819	𒆠  CUNEIFORM SIGN KI (U+121A0)
738		Q87555821	𒆡  CUNEIFORM SIGN KI TIMES BAD (U+121A1)
740		Q87555823	𒆢  CUNEIFORM SIGN KI TIMES U (U+121A2)
739		Q87555826	𒆣  CUNEIFORM SIGN KI TIMES UD (U+121A3)
484		Q87555828	𒆤  CUNEIFORM SIGN KID (U+121A4)
815	897	Q87555831	𒆥  CUNEIFORM SIGN KIN (U+121A5)
435	804	Q87555835	𒆦  CUNEIFORM SIGN KISAL (U+121A6)
678		Q87555836	𒆧  CUNEIFORM SIGN KISH (U+121A7)
687		Q87555841	𒆨  CUNEIFORM SIGN KISIM5 (U+121A8)
687		Q87555843	𒆩  CUNEIFORM SIGN KISIM5 OVER KISIM5 (U+121A9)
808	869	Q87555846	𒆪  CUNEIFORM SIGN KU (U+121AA)
		Q87555847	𒆫  CUNEIFORM SIGN KU OVER HI TIMES ASH2 KU OVER HI TIMES ASH2 (U+121AB)
745	499	Q87555850	𒆬  CUNEIFORM SIGN KU3 (U+121AC)
87	636	Q87555853	𒆭  CUNEIFORM SIGN KU4 (U+121AD)
87		Q87555856	𒆮  CUNEIFORM SIGN KU4 VARIANT FORM (U+121AE)
171	822	Q87555859	𒆯  CUNEIFORM SIGN KU7 (U+121AF)
117	7	Q87555860	𒆰  CUNEIFORM SIGN KUL (U+121B0)
117		Q87555863	𒆱  CUNEIFORM SIGN KUL GUNU (U+121B1)
131	109	Q87555865	𒆲  CUNEIFORM SIGN KUN (U+121B2)
578	341	Q87555867	𒆳  CUNEIFORM SIGN KUR (U+121B3)
578		Q87555868	𒆴  CUNEIFORM SIGN KUR OPPOSING KUR (U+121B4)
896	794	Q87555871	𒆵  CUNEIFORM SIGN KUSHU2 (U+121B5)
		Q87555874	𒆶  CUNEIFORM SIGN KWU318 (U+121B6)
89	772	Q87555876	𒆷  CUNEIFORM SIGN LA (U+121B7)
755	860	Q87555879	𒆸  CUNEIFORM SIGN LAGAB (U+121B8)
795	890	Q87555881	𒆹  CUNEIFORM SIGN LAGAB TIMES A (U+121B9)
797		Q87555885	𒆺  CUNEIFORM SIGN LAGAB TIMES A PLUS DA PLUS HA (U+121BA)
799		Q87555886	𒆻  CUNEIFORM SIGN LAGAB TIMES A PLUS GAR (U+121BB)
798		Q87555888	𒆼  CUNEIFORM SIGN LAGAB TIMES A PLUS LAL (U+121BC)
773		Q87555891	𒆽  CUNEIFORM SIGN LAGAB TIMES AL (U+121BD)
758		Q87555894	𒆾  CUNEIFORM SIGN LAGAB TIMES AN (U+121BE)
778		Q87555896	𒆿  CUNEIFORM SIGN LAGAB TIMES ASH ZIDA TENU (U+121BF)
760	870	Q87555898	𒇀  CUNEIFORM SIGN LAGAB TIMES BAD (U+121C0)
769	879	Q87555900	𒇁  CUNEIFORM SIGN LAGAB TIMES BI (U+121C1)
765		Q87555901	𒇂  CUNEIFORM SIGN LAGAB TIMES DAR (U+121C2)
764		Q87555903	𒇃  CUNEIFORM SIGN LAGAB TIMES EN (U+121C3)
775		Q87555905	𒇄  CUNEIFORM SIGN LAGAB TIMES GA (U+121C4)
801		Q87555908	𒇅  CUNEIFORM SIGN LAGAB TIMES GAR (U+121C5)
772		Q87555910	𒇆  CUNEIFORM SIGN LAGAB TIMES GUD (U+121C6)
766	882	Q87555911	𒇇  CUNEIFORM SIGN LAGAB TIMES GUD PLUS GUD (U+121C7)
800		Q87555913	𒇈  CUNEIFORM SIGN LAGAB TIMES HA (U+121C8)
756	872	Q87555914	𒇉  CUNEIFORM SIGN LAGAB TIMES HAL (U+121C9)
784		Q87555917	𒇊  CUNEIFORM SIGN LAGAB TIMES HI TIMES NUN (U+121CA)
776	881	Q87555919	𒇋  CUNEIFORM SIGN LAGAB TIMES IGI GUNU (U+121CB)
785		Q87555922	𒇌  CUNEIFORM SIGN LAGAB TIMES IM (U+121CC)
755		Q87555923	𒇍  CUNEIFORM SIGN LAGAB TIMES IM PLUS HA (U+121CD)
755		Q87555925	𒇎  CUNEIFORM SIGN LAGAB TIMES IM PLUS LU (U+121CE)
789		Q87555928	𒇏  CUNEIFORM SIGN LAGAB TIMES KI (U+121CF)
794		Q87555931	𒇐  CUNEIFORM SIGN LAGAB TIMES KIN (U+121D0)
790		Q87555934	𒇑  CUNEIFORM SIGN LAGAB TIMES KU3 (U+121D1)
761	874	Q87555935	𒇒  CUNEIFORM SIGN LAGAB TIMES KUL (U+121D2)
762		Q87555938	𒇓  CUNEIFORM SIGN LAGAB TIMES KUL PLUS HI PLUS A (U+121D3)
804	861	Q87555940	𒇔  CUNEIFORM SIGN LAGAB TIMES LAGAB (U+121D4)
782		Q87555942	𒇕  CUNEIFORM SIGN LAGAB TIMES LISH (U+121D5)
793		Q87555944	𒇖  CUNEIFORM SIGN LAGAB TIMES LU (U+121D6)
777		Q87555946	𒇗  CUNEIFORM SIGN LAGAB TIMES LUL (U+121D7)
791		Q87555948	𒇘  CUNEIFORM SIGN LAGAB TIMES ME (U+121D8)
792		Q87555950	𒇙  CUNEIFORM SIGN LAGAB TIMES ME PLUS EN (U+121D9)
780		Q87555952	𒇚  CUNEIFORM SIGN LAGAB TIMES MUSH (U+121DA)
768		Q87555953	𒇛  CUNEIFORM SIGN LAGAB TIMES NE (U+121DB)
779		Q87555956	𒇜  CUNEIFORM SIGN LAGAB TIMES SHE PLUS SUM (U+121DC)
771		Q87555958	𒇝  CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH PLUS ERIN2 (U+121DD)
771		Q87555960	𒇞  CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH TENU (U+121DE)
802	889	Q87555962	𒇟  CUNEIFORM SIGN LAGAB TIMES SHU2 (U+121DF)
803		Q87555963	𒇠  CUNEIFORM SIGN LAGAB TIMES SHU2 PLUS SHU2 (U+121E0)
767	885	Q87555965	𒇡  CUNEIFORM SIGN LAGAB TIMES SUM (U+121E1)
755		Q87555967	𒇢  CUNEIFORM SIGN LAGAB TIMES TAG (U+121E2)
759		Q87555968	𒇣  CUNEIFORM SIGN LAGAB TIMES TAK4 (U+121E3)
781		Q87555970	𒇤  CUNEIFORM SIGN LAGAB TIMES TE PLUS A PLUS SU PLUS NA (U+121E4)
786	887	Q87555973	𒇥  CUNEIFORM SIGN LAGAB TIMES U (U+121E5)
787		Q87555975	𒇦  CUNEIFORM SIGN LAGAB TIMES U PLUS A (U+121E6)
788		Q87555977	𒇧  CUNEIFORM SIGN LAGAB TIMES U PLUS U PLUS U (U+121E7)
774		Q87555978	𒇨  CUNEIFORM SIGN LAGAB TIMES U2 PLUS ASH (U+121E8)
783		Q87555980	𒇩  CUNEIFORM SIGN LAGAB TIMES UD (U+121E9)
770		Q87555982	𒇪  CUNEIFORM SIGN LAGAB TIMES USH (U+121EA)
805		Q87555984	𒇫  CUNEIFORM SIGN LAGAB SQUARED (U+121EB)
719	431	Q87555985	𒇬  CUNEIFORM SIGN LAGAR (U+121EC)
722	411	Q87555987	𒇭  CUNEIFORM SIGN LAGAR TIMES SHE (U+121ED)
723		Q87555989	𒇮  CUNEIFORM SIGN LAGAR TIMES SHE PLUS SUM (U+121EE)
721	412	Q87555990	𒇯  CUNEIFORM SIGN LAGAR GUNU (U+121EF)
		Q87555993	𒇰  CUNEIFORM SIGN LAGAR GUNU OVER LAGAR GUNU SHE (U+121F0)
		Q87555996	𒇱  CUNEIFORM SIGN LAHSHU (U+121F1)
750	654	Q87555998	𒇲  CUNEIFORM SIGN LAL (U+121F2)
751	662	Q87556000	𒇳  CUNEIFORM SIGN LAL TIMES LAL (U+121F3)
693	353	Q87556001	𒇴  CUNEIFORM SIGN LAM (U+121F4)
694		Q87556003	𒇵  CUNEIFORM SIGN LAM TIMES KUR (U+121F5)
694		Q87556005	𒇶  CUNEIFORM SIGN LAM TIMES KUR PLUS RU (U+121F6)
85	324	Q87556007	𒇷  CUNEIFORM SIGN LI (U+121F7)
544	147	Q87556009	𒇸  CUNEIFORM SIGN LIL (U+121F8)
215		Q87556011	𒇹  CUNEIFORM SIGN LIMMU2 (U+121F9)
591	339	Q87556012	𒇺  CUNEIFORM SIGN LISH (U+121FA)
812	891	Q87556014	𒇻  CUNEIFORM SIGN LU (U+121FB)
814	871	Q87556017	𒇼  CUNEIFORM SIGN LU TIMES BAD (U+121FC)
514	80	Q87556019	𒇽  CUNEIFORM SIGN LU2 (U+121FD)
523		Q87556020	𒇾  CUNEIFORM SIGN LU2 TIMES AL (U+121FE)
517	82	Q87556023	𒇿  CUNEIFORM SIGN LU2 TIMES BAD (U+121FF)
		Q87556025	𒈀  CUNEIFORM SIGN LU2 TIMES ESH2 (U+12200)
531		Q87556027	𒈁  CUNEIFORM SIGN LU2 TIMES ESH2 TENU (U+12201)
521		Q87556029	𒈂  CUNEIFORM SIGN LU2 TIMES GAN2 TENU (U+12202)
525		Q87556032	𒈃  CUNEIFORM SIGN LU2 TIMES HI TIMES BAD (U+12203)
526		Q87556034	𒈄  CUNEIFORM SIGN LU2 TIMES IM (U+12204)
519		Q87556036	𒈅  CUNEIFORM SIGN LU2 TIMES KAD2 (U+12205)
520		Q87556038	𒈆  CUNEIFORM SIGN LU2 TIMES KAD3 (U+12206)
514		Q87556039	𒈇  CUNEIFORM SIGN LU2 TIMES KAD3 PLUS ASH (U+12207)
527		Q87556041	𒈈  CUNEIFORM SIGN LU2 TIMES KI (U+12208)
514		Q87556044	𒈉  CUNEIFORM SIGN LU2 TIMES LA PLUS ASH (U+12209)
528		Q87556046	𒈊  CUNEIFORM SIGN LU2 TIMES LAGAB (U+1220A)
527'		Q87556047	𒈋  CUNEIFORM SIGN LU2 TIMES ME PLUS EN (U+1220B)
522		Q87556049	𒈌  CUNEIFORM SIGN LU2 TIMES NE (U+1220C)
514		Q87556051	𒈍  CUNEIFORM SIGN LU2 TIMES NU (U+1220D)
514		Q87556053	𒈎  CUNEIFORM SIGN LU2 TIMES SI PLUS ASH (U+1220E)
533		Q87556054	𒈏  CUNEIFORM SIGN LU2 TIMES SIK2 PLUS BU (U+1220F)
530		Q87556056	𒈐  CUNEIFORM SIGN LU2 TIMES TUG2 (U+12210)
515		Q87556058	𒈑  CUNEIFORM SIGN LU2 TENU (U+12211)
514		Q87556061	𒈒  CUNEIFORM SIGN LU2 CROSSING LU2 (U+12212)
		Q87556063	𒈓  CUNEIFORM SIGN LU2 OPPOSING LU2 (U+12213)
514		Q87556065	𒈔  CUNEIFORM SIGN LU2 SQUARED (U+12214)
"516, 534"	81	Q87556068	𒈕  CUNEIFORM SIGN LU2 SHESHIG (U+12215)
555	293	Q87556070	𒈖  CUNEIFORM SIGN LU3 (U+12216)
266	313	Q87556071	𒈗  CUNEIFORM SIGN LUGAL (U+12217)
		Q87556073	𒈘  CUNEIFORM SIGN LUGAL OVER LUGAL (U+12218)
268		Q87556076	𒈙  CUNEIFORM SIGN LUGAL OPPOSING LUGAL (U+12219)
		Q87556078	𒈚  CUNEIFORM SIGN LUGAL SHESHIG (U+1221A)
494	321	Q87556079	𒈛  CUNEIFORM SIGN LUH (U+1221B)
570	455	Q87556081	𒈜  CUNEIFORM SIGN LUL (U+1221C)
900	354	Q87556083	𒈝  CUNEIFORM SIGN LUM (U+1221D)
902	358	Q87556085	𒈞  CUNEIFORM SIGN LUM OVER LUM (U+1221E)
904		Q87556087	𒈟  CUNEIFORM SIGN LUM OVER LUM GAR OVER GAR (U+1221F)
552	98	Q87556088	𒈠  CUNEIFORM SIGN MA (U+12220)
552		Q87556090	𒈡  CUNEIFORM SIGN MA TIMES TAK4 (U+12221)
270	292	Q87556093	𒈢  CUNEIFORM SIGN MA GUNU (U+12222)
201	97	Q87556095	𒈣  CUNEIFORM SIGN MA2 (U+12223)
91	91	Q87556097	𒈤  CUNEIFORM SIGN MAH (U+12224)
483	183	Q87556098	𒈥  CUNEIFORM SIGN MAR (U+12225)
120	107	Q87556100	𒈦  CUNEIFORM SIGN MASH (U+12226)
130	107	Q87556102	𒈧  CUNEIFORM SIGN MASH2 (U+12227)
753	667	Q87556104	𒈨  CUNEIFORM SIGN ME (U+12228)
486		Q87556105	𒈩  CUNEIFORM SIGN MES (U+12229)
681	506	Q87556107	𒈪  CUNEIFORM SIGN MI (U+1222A)
825		Q87556110	𒈫  CUNEIFORM SIGN MIN (U+1222B)
98	48	Q87556112	𒈬  CUNEIFORM SIGN MU (U+1222C)
301	49	Q87556114	𒈭  CUNEIFORM SIGN MU OVER MU (U+1222D)
12	84	Q87556115	𒈮  CUNEIFORM SIGN MUG (U+1222E)
13		Q87556117	𒈯  CUNEIFORM SIGN MUG GUNU (U+1222F)
820		Q87556119	𒈰  CUNEIFORM SIGN MUNSUB (U+12230)
901	354	Q87556121	𒈱  CUNEIFORM SIGN MURGU2 (U+12231)
585	388	Q87556122	𒈲  CUNEIFORM SIGN MUSH (U+12232)
585		Q87556124	𒈳  CUNEIFORM SIGN MUSH TIMES A (U+12233)
585		Q87556127	𒈴  CUNEIFORM SIGN MUSH TIMES KUR (U+12234)
585		Q87556129	𒈵  CUNEIFORM SIGN MUSH TIMES ZA (U+12235)
586	389	Q87556130	𒈶  CUNEIFORM SIGN MUSH OVER MUSH (U+12236)
586		Q87556132	𒈷  CUNEIFORM SIGN MUSH OVER MUSH TIMES A PLUS NA (U+12237)
586		Q87556134	𒈸  CUNEIFORM SIGN MUSH CROSSING MUSH (U+12238)
153	117	Q87556136	𒈹  CUNEIFORM SIGN MUSH3 (U+12239)
154		Q87556138	𒈺  CUNEIFORM SIGN MUSH3 TIMES A (U+1223A)
155		Q87556139	𒈻  CUNEIFORM SIGN MUSH3 TIMES A PLUS DI (U+1223B)
153		Q87556141	𒈼  CUNEIFORM SIGN MUSH3 TIMES DI (U+1223C)
152	118	Q87556143	𒈽  CUNEIFORM SIGN MUSH3 GUNU (U+1223D)
110	62	Q87556145	𒈾  CUNEIFORM SIGN NA (U+1223E)
689	555	Q87556146	𒈿  CUNEIFORM SIGN NA2 (U+1223F)
293 / 579	592	Q87556148	𒉀  CUNEIFORM SIGN NAGA (U+12240)
293		Q87556150	𒉁  CUNEIFORM SIGN NAGA INVERTED (U+12241)
294		Q87556151	𒉂  CUNEIFORM SIGN NAGA TIMES SHU TENU (U+12242)
		Q87556154	𒉃  CUNEIFORM SIGN NAGA OPPOSING NAGA (U+12243)
893	782	Q87556156	𒉄  CUNEIFORM SIGN NAGAR (U+12244)
134	121	Q87556160	𒉆  CUNEIFORM SIGN NAM (U+12246)
809		Q87556162	𒉇  CUNEIFORM SIGN NAM2 (U+12247)
313	280	Q87556164	𒉈  CUNEIFORM SIGN NE (U+12248)
315		Q87556166	𒉉  CUNEIFORM SIGN NE TIMES A (U+12249)
314		Q87556168	𒉊  CUNEIFORM SIGN NE TIMES UD (U+1224A)
312	281	Q87556169	𒉋  CUNEIFORM SIGN NE SHESHIG (U+1224B)
380	778	Q87556171	𒉌  CUNEIFORM SIGN NI (U+1224C)
380		Q87556173	𒉍  CUNEIFORM SIGN NI TIMES E (U+1224D)
641		Q87556176	𒉎  CUNEIFORM SIGN NI2 (U+1224E)
690	398	Q87556177	𒉏  CUNEIFORM SIGN NIM (U+1224F)
691	399	Q87556179	𒉐  CUNEIFORM SIGN NIM TIMES GAN2 TENU (U+12250)
692		Q87556181	𒉑  CUNEIFORM SIGN NIM TIMES GAR PLUS GAN2 TENU (U+12251)
316	159	Q87556183	𒉒  CUNEIFORM SIGN NINDA2 (U+12252)
320		Q87556184	𒉓  CUNEIFORM SIGN NINDA2 TIMES AN (U+12253)
317		Q87556186	𒉔  CUNEIFORM SIGN NINDA2 TIMES ASH (U+12254)
318		Q87556188	𒉕  CUNEIFORM SIGN NINDA2 TIMES ASH PLUS ASH (U+12255)
327		Q87556190	𒉖  CUNEIFORM SIGN NINDA2 TIMES GUD (U+12256)
337		Q87556192	𒉗  CUNEIFORM SIGN NINDA2 TIMES ME PLUS GAN2 TENU (U+12257)
326	165	Q87556193	𒉘  CUNEIFORM SIGN NINDA2 TIMES NE (U+12258)
324		Q87556195	𒉙  CUNEIFORM SIGN NINDA2 TIMES NUN (U+12259)
333	160	Q87556197	𒉚  CUNEIFORM SIGN NINDA2 TIMES SHE (U+1225A)
333v1		Q87556198	𒉛  CUNEIFORM SIGN NINDA2 TIMES SHE PLUS A AN (U+1225B)
331	128	Q87556201	𒉜  CUNEIFORM SIGN NINDA2 TIMES SHE PLUS ASH (U+1225C)
332	128	Q87556203	𒉝  CUNEIFORM SIGN NINDA2 TIMES SHE PLUS ASH PLUS ASH (U+1225D)
330		Q87556204	𒉞  CUNEIFORM SIGN NINDA2 TIMES U2 PLUS ASH (U+1225E)
316		Q87556206	𒉟  CUNEIFORM SIGN NINDA2 TIMES USH (U+1225F)
545	259	Q87556208	𒉠  CUNEIFORM SIGN NISAG (U+12260)
112	103	Q87556210	𒉡  CUNEIFORM SIGN NU (U+12261)
114	42	Q87556211	𒉢  CUNEIFORM SIGN NU11 (U+12262)
143	129	Q87556213	𒉣  CUNEIFORM SIGN NUN (U+12263)
146''		Q87556215	𒉤  CUNEIFORM SIGN NUN LAGAR TIMES GAR (U+12264)
146	131	Q87556216	𒉥  CUNEIFORM SIGN NUN LAGAR TIMES MASH (U+12265)
147		Q87556218	𒉦  CUNEIFORM SIGN NUN LAGAR TIMES SAL (U+12266)
		Q87556220	𒉧  CUNEIFORM SIGN NUN LAGAR TIMES SAL OVER NUN LAGAR TIMES SAL (U+12267)
143		Q87556222	𒉨  CUNEIFORM SIGN NUN LAGAR TIMES USH (U+12268)
144		Q87556224	𒉩  CUNEIFORM SIGN NUN TENU (U+12269)
502	130	Q87556225	𒉪  CUNEIFORM SIGN NUN OVER NUN (U+1226A)
107		Q87556227	𒉫  CUNEIFORM SIGN NUN CROSSING NUN (U+1226B)
		Q87556229	𒉬  CUNEIFORM SIGN NUN CROSSING NUN LAGAR OVER LAGAR (U+1226C)
614	532	Q87556231	𒉭  CUNEIFORM SIGN NUNUZ (U+1226D)
619	472	Q87556233	𒉮  CUNEIFORM SIGN NUNUZ AB2 TIMES ASHGAB (U+1226E)
621		Q87556235	𒉯  CUNEIFORM SIGN NUNUZ AB2 TIMES BI (U+1226F)
625		Q87556238	𒉰  CUNEIFORM SIGN NUNUZ AB2 TIMES DUG (U+12270)
623		Q87556239	𒉱  CUNEIFORM SIGN NUNUZ AB2 TIMES GUD (U+12271)
627		Q87556242	𒉲  CUNEIFORM SIGN NUNUZ AB2 TIMES IGI GUNU (U+12272)
618		Q87556244	𒉳  CUNEIFORM SIGN NUNUZ AB2 TIMES KAD3 (U+12273)
616		Q87556246	𒉴  CUNEIFORM SIGN NUNUZ AB2 TIMES LA (U+12274)
620		Q87556248	𒉵  CUNEIFORM SIGN NUNUZ AB2 TIMES NE (U+12275)
617	475	Q87556250	𒉶  CUNEIFORM SIGN NUNUZ AB2 TIMES SILA3 (U+12276)
624		Q87556252	𒉷  CUNEIFORM SIGN NUNUZ AB2 TIMES U2 (U+12277)
621		Q87556254	𒉸  CUNEIFORM SIGN NUNUZ KISIM5 TIMES BI (U+12278)
622		Q87556256	𒉹  CUNEIFORM SIGN NUNUZ KISIM5 TIMES BI U (U+12279)
464		Q87556257	𒉺  CUNEIFORM SIGN PA (U+1227A)
746	569	Q87556259	𒉻  CUNEIFORM SIGN PAD (U+1227B)
685	344	Q87556261	𒉼  CUNEIFORM SIGN PAN (U+1227C)
92	380	Q87556262	𒉽  CUNEIFORM SIGN PAP (U+1227D)
741		Q87556264	𒉾  CUNEIFORM SIGN PESH2 (U+1227E)
598	595	Q87556267	𒉿  CUNEIFORM SIGN PI (U+1227F)
598		Q87556269	𒊀  CUNEIFORM SIGN PI TIMES A (U+12280)
598		Q87556270	𒊁  CUNEIFORM SIGN PI TIMES AB (U+12281)
598		Q87556272	𒊂  CUNEIFORM SIGN PI TIMES BI (U+12282)
598		Q87556274	𒊃  CUNEIFORM SIGN PI TIMES BU (U+12283)
598		Q87556275	𒊄  CUNEIFORM SIGN PI TIMES E (U+12284)
598		Q87556277	𒊅  CUNEIFORM SIGN PI TIMES I (U+12285)
598		Q87556279	𒊆  CUNEIFORM SIGN PI TIMES IB (U+12286)
598		Q87556282	𒊇  CUNEIFORM SIGN PI TIMES U (U+12287)
598		Q87556284	𒊈  CUNEIFORM SIGN PI TIMES U2 (U+12288)
598		Q87556286	𒊉  CUNEIFORM SIGN PI CROSSING PI (U+12289)
		Q87556288	𒊊  CUNEIFORM SIGN PIRIG (U+1228A)
295		Q87556289	𒊋  CUNEIFORM SIGN PIRIG TIMES KAL (U+1228B)
296	437	Q87556291	𒊌  CUNEIFORM SIGN PIRIG TIMES UD (U+1228C)
297	445	Q87556293	𒊍  CUNEIFORM SIGN PIRIG TIMES ZA (U+1228D)
701		Q87556295	𒊎  CUNEIFORM SIGN PIRIG OPPOSING PIRIG (U+1228E)
511	763	Q87556297	𒊏  CUNEIFORM SIGN RA (U+1228F)
262		Q87556298	𒊐  CUNEIFORM SIGN RAB (U+12290)
142	120	Q87556300	𒊑  CUNEIFORM SIGN RI (U+12291)
111	351	Q87556302	𒊒  CUNEIFORM SIGN RU (U+12292)
172	842	Q87556305	𒊓  CUNEIFORM SIGN SA (U+12293)
743		Q87556306	𒊔  CUNEIFORM SIGN SAG NUTILLU (U+12294)
184	432	Q87556308	𒊕  CUNEIFORM SIGN SAG (U+12295)
197		Q87556309	𒊖  CUNEIFORM SIGN SAG TIMES A (U+12296)
187	434	Q87556311	𒊗  CUNEIFORM SIGN SAG TIMES DU (U+12297)
184		Q87556313	𒊘  CUNEIFORM SIGN SAG TIMES DUB (U+12298)
198		Q87556315	𒊙  CUNEIFORM SIGN SAG TIMES HA (U+12299)
188		Q87556316	𒊚  CUNEIFORM SIGN SAG TIMES KAK (U+1229A)
184		Q87556318	𒊛  CUNEIFORM SIGN SAG TIMES KUR (U+1229B)
200		Q87556320	𒊜  CUNEIFORM SIGN SAG TIMES LUM (U+1229C)
195		Q87556322	𒊝  CUNEIFORM SIGN SAG TIMES MI (U+1229D)
185		Q87556323	𒊞  CUNEIFORM SIGN SAG TIMES NUN (U+1229E)
199		Q87556325	𒊟  CUNEIFORM SIGN SAG TIMES SAL (U+1229F)
191		Q87556327	𒊠  CUNEIFORM SIGN SAG TIMES SHID (U+122A0)
184		Q87556329	𒊡  CUNEIFORM SIGN SAG TIMES TAB (U+122A1)
192		Q87556331	𒊢  CUNEIFORM SIGN SAG TIMES U2 (U+122A2)
193		Q87556333	𒊣  CUNEIFORM SIGN SAG TIMES UB (U+122A3)
186		Q87556335	𒊤  CUNEIFORM SIGN SAG TIMES UM (U+122A4)
196		Q87556337	𒊥  CUNEIFORM SIGN SAG TIMES UR (U+122A5)
190		Q87556339	𒊦  CUNEIFORM SIGN SAG TIMES USH (U+122A6)
		Q87556342	𒊧  CUNEIFORM SIGN SAG OVER SAG (U+122A7)
512	436	Q87556344	𒊨  CUNEIFORM SIGN SAG GUNU (U+122A8)
883	786	Q87556346	𒊩  CUNEIFORM SIGN SAL (U+122A9)
885	791	Q87556347	𒊪  CUNEIFORM SIGN SAL LAGAB TIMES ASH2 (U+122AA)
		Q87556349	𒊫  CUNEIFORM SIGN SANGA2 (U+122AB)
541	650	Q87556352	𒊬  CUNEIFORM SIGN SAR (U+122AC)
566	301	Q87556353	𒊭  CUNEIFORM SIGN SHA (U+122AD)
599	488	Q87556356	𒊮  CUNEIFORM SIGN SHA3 (U+122AE)
608		Q87556358	𒊯  CUNEIFORM SIGN SHA3 TIMES A (U+122AF)
600		Q87556360	𒊰  CUNEIFORM SIGN SHA3 TIMES BAD (U+122B0)
603		Q87556361	𒊱  CUNEIFORM SIGN SHA3 TIMES GISH (U+122B1)
602		Q87556363	𒊲  CUNEIFORM SIGN SHA3 TIMES NE (U+122B2)
609		Q87556365	𒊳  CUNEIFORM SIGN SHA3 TIMES SHU2 (U+122B3)
601		Q87556366	𒊴  CUNEIFORM SIGN SHA3 TIMES TUR (U+122B4)
605		Q87556368	𒊵  CUNEIFORM SIGN SHA3 TIMES U (U+122B5)
606		Q87556370	𒊶  CUNEIFORM SIGN SHA3 TIMES U PLUS A (U+122B6)
571	925	Q87556372	𒊷  CUNEIFORM SIGN SHA6 (U+122B7)
252		Q87556375	𒊸  CUNEIFORM SIGN SHAB6 (U+122B8)
632	446	Q87556376	𒊹  CUNEIFORM SIGN SHAR2 (U+122B9)
579	633	Q87556378	𒊺  CUNEIFORM SIGN SHE (U+122BA)
583	639	Q87556380	𒊻  CUNEIFORM SIGN SHE HU (U+122BB)
		Q87556382	𒊼  CUNEIFORM SIGN SHE OVER SHE GAD OVER GAD GAR OVER GAR (U+122BC)
		Q87556384	𒊽  CUNEIFORM SIGN SHE OVER SHE TAB OVER TAB GAR OVER GAR (U+122BD)
878		Q87556385	𒊾  CUNEIFORM SIGN SHEG9 (U+122BE)
17	819	Q87556387	𒊿  CUNEIFORM SIGN SHEN (U+122BF)
535	32	Q87556389	𒋀  CUNEIFORM SIGN SHESH (U+122C0)
821		Q87556391	𒋁  CUNEIFORM SIGN SHESH2 (U+122C1)
100		Q87556393	𒋂  CUNEIFORM SIGN SHESHLAM (U+122C2)
485	766	Q87556395	𒋃  CUNEIFORM SIGN SHID (U+122C3)
489		Q87556397	𒋄  CUNEIFORM SIGN SHID TIMES A (U+122C4)
487		Q87556398	𒋅  CUNEIFORM SIGN SHID TIMES IM (U+122C5)
362	752	Q87556400	𒋆  CUNEIFORM SIGN SHIM (U+122C6)
